"SECONDS";"PID";"VALUE";"UNITS";
"55165.495103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55165.781103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55166.014103";"Calculated boost";"-0.23325";"bar";
"55166.014103";"Intake manifold absolute pressure";"78";"kPa";
"55166.241103";"Short term fuel % trim - Bank 1";"-24.21875";"%";
"55166.472103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55166.763103";"Calculated boost";"-0.41325";"bar";
"55166.763103";"Intake manifold absolute pressure";"60";"kPa";
"55166.998103";"Short term fuel % trim - Bank 1";"-20.3125";"%";
"55167.258103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55167.503103";"Calculated boost";"-0.63325";"bar";
"55167.503103";"Intake manifold absolute pressure";"38";"kPa";
"55167.742103";"Short term fuel % trim - Bank 1";"-17.1875";"%";
"55167.977103";"Long term fuel % trim - Bank 1";"0";"%";
"55168.214103";"Calculated boost";"-0.59325";"bar";
"55168.214103";"Intake manifold absolute pressure";"42";"kPa";
"55168.454103";"Short term fuel % trim - Bank 1";"-17.1875";"%";
"55168.666103";"Long term fuel % trim - Bank 1";"0";"%";
"55168.902103";"Calculated boost";"-0.57325";"bar";
"55168.902103";"Intake manifold absolute pressure";"44";"kPa";
"55169.132103";"Short term fuel % trim - Bank 1";"-17.96875";"%";
"55169.354103";"Long term fuel % trim - Bank 1";"0";"%";
"55169.591103";"Calculated boost";"-0.56325";"bar";
"55169.591103";"Intake manifold absolute pressure";"45";"kPa";
"55169.817103";"Short term fuel % trim - Bank 1";"-18.75";"%";
"55170.062103";"Long term fuel % trim - Bank 1";"0";"%";
"55170.285103";"Calculated boost";"-0.55325";"bar";
"55170.285103";"Intake manifold absolute pressure";"46";"kPa";
"55170.512103";"Short term fuel % trim - Bank 1";"-20.3125";"%";
"55170.730103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55170.966103";"Calculated boost";"-0.34325";"bar";
"55170.966103";"Intake manifold absolute pressure";"67";"kPa";
"55171.202103";"Short term fuel % trim - Bank 1";"-22.65625";"%";
"55171.426103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55171.657103";"Calculated boost";"-0.44325";"bar";
"55171.657103";"Intake manifold absolute pressure";"57";"kPa";
"55171.888103";"Short term fuel % trim - Bank 1";"-24.21875";"%";
"55172.112103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55172.380103";"Calculated boost";"-0.44325";"bar";
"55172.380103";"Intake manifold absolute pressure";"57";"kPa";
"55172.612103";"Short term fuel % trim - Bank 1";"-18.75";"%";
"55172.850103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55173.081103";"Calculated boost";"-0.44325";"bar";
"55173.081103";"Intake manifold absolute pressure";"57";"kPa";
"55173.334103";"Short term fuel % trim - Bank 1";"-14.84375";"%";
"55173.554103";"Long term fuel % trim - Bank 1";"0";"%";
"55173.778103";"Calculated boost";"-0.59325";"bar";
"55173.778103";"Intake manifold absolute pressure";"42";"kPa";
"55174.003103";"Short term fuel % trim - Bank 1";"-14.0625";"%";
"55174.250103";"Long term fuel % trim - Bank 1";"0";"%";
"55174.489103";"Calculated boost";"-0.54325";"bar";
"55174.489103";"Intake manifold absolute pressure";"47";"kPa";
"55174.707103";"Short term fuel % trim - Bank 1";"-17.1875";"%";
"55174.927103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55175.154103";"Calculated boost";"-0.51325";"bar";
"55175.154103";"Intake manifold absolute pressure";"50";"kPa";
"55175.378103";"Short term fuel % trim - Bank 1";"-20.3125";"%";
"55175.591103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55175.819103";"Calculated boost";"-0.55325";"bar";
"55175.819103";"Intake manifold absolute pressure";"46";"kPa";
"55176.050103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55176.265103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55176.489103";"Calculated boost";"-0.53325";"bar";
"55176.489103";"Intake manifold absolute pressure";"48";"kPa";
"55176.792103";"Short term fuel % trim - Bank 1";"-17.96875";"%";
"55177.017103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55177.242103";"Calculated boost";"-0.50325";"bar";
"55177.242103";"Intake manifold absolute pressure";"51";"kPa";
"55177.470103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55177.685103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55177.901103";"Calculated boost";"-0.50325";"bar";
"55177.901103";"Intake manifold absolute pressure";"51";"kPa";
"55178.124103";"Short term fuel % trim - Bank 1";"-21.09375";"%";
"55178.344103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55178.582103";"Calculated boost";"-0.55325";"bar";
"55178.582103";"Intake manifold absolute pressure";"46";"kPa";
"55178.822103";"Short term fuel % trim - Bank 1";"-21.09375";"%";
"55179.058103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55179.272103";"Calculated boost";"-0.41325";"bar";
"55179.272103";"Intake manifold absolute pressure";"60";"kPa";
"55179.501103";"Short term fuel % trim - Bank 1";"-17.1875";"%";
"55179.730103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55179.969103";"Calculated boost";"-0.44325";"bar";
"55179.969103";"Intake manifold absolute pressure";"57";"kPa";
"55180.194103";"Short term fuel % trim - Bank 1";"-21.09375";"%";
"55180.423103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55180.657103";"Calculated boost";"-0.51325";"bar";
"55180.657103";"Intake manifold absolute pressure";"50";"kPa";
"55180.875103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55181.112103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55181.327103";"Calculated boost";"-0.33325";"bar";
"55181.327103";"Intake manifold absolute pressure";"68";"kPa";
"55181.547103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55181.781103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55182.005103";"Calculated boost";"-0.48325";"bar";
"55182.005103";"Intake manifold absolute pressure";"53";"kPa";
"55182.232103";"Short term fuel % trim - Bank 1";"-22.65625";"%";
"55182.451103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55182.673103";"Calculated boost";"-0.46325";"bar";
"55182.673103";"Intake manifold absolute pressure";"55";"kPa";
"55182.901103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55183.139103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55183.401103";"Calculated boost";"-0.50325";"bar";
"55183.401103";"Intake manifold absolute pressure";"51";"kPa";
"55183.620103";"Short term fuel % trim - Bank 1";"-22.65625";"%";
"55183.853103";"Long term fuel % trim - Bank 1";"0";"%";
"55184.091103";"Calculated boost";"-0.53325";"bar";
"55184.091103";"Intake manifold absolute pressure";"48";"kPa";
"55184.341103";"Short term fuel % trim - Bank 1";"-21.09375";"%";
"55184.589103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55184.844103";"Calculated boost";"-0.49325";"bar";
"55184.844103";"Intake manifold absolute pressure";"52";"kPa";
"55185.082103";"Short term fuel % trim - Bank 1";"-20.3125";"%";
"55185.335103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55185.560103";"Calculated boost";"-0.46325";"bar";
"55185.560103";"Intake manifold absolute pressure";"55";"kPa";
"55185.794103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55186.044103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55186.265103";"Calculated boost";"-0.46325";"bar";
"55186.265103";"Intake manifold absolute pressure";"55";"kPa";
"55186.486103";"Short term fuel % trim - Bank 1";"-24.21875";"%";
"55186.703103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55186.931103";"Calculated boost";"-0.48325";"bar";
"55186.931103";"Intake manifold absolute pressure";"53";"kPa";
"55187.189103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55187.425103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55187.657103";"Calculated boost";"-0.51325";"bar";
"55187.657103";"Intake manifold absolute pressure";"50";"kPa";
"55187.890103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55188.119103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55188.345103";"Calculated boost";"-0.52325";"bar";
"55188.345103";"Intake manifold absolute pressure";"49";"kPa";
"55188.575103";"Short term fuel % trim - Bank 1";"-21.09375";"%";
"55188.816103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55189.084103";"Calculated boost";"-0.52325";"bar";
"55189.084103";"Intake manifold absolute pressure";"49";"kPa";
"55189.301103";"Short term fuel % trim - Bank 1";"-20.3125";"%";
"55189.528103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55189.761103";"Calculated boost";"-0.49325";"bar";
"55189.761103";"Intake manifold absolute pressure";"52";"kPa";
"55189.981103";"Short term fuel % trim - Bank 1";"-20.3125";"%";
"55190.195103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55190.427103";"Calculated boost";"-0.49325";"bar";
"55190.427103";"Intake manifold absolute pressure";"52";"kPa";
"55190.690103";"Short term fuel % trim - Bank 1";"-18.75";"%";
"55190.907103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55191.139103";"Calculated boost";"-0.44325";"bar";
"55191.139103";"Intake manifold absolute pressure";"57";"kPa";
"55191.373103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55191.583103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55191.820103";"Calculated boost";"-0.57325";"bar";
"55191.820103";"Intake manifold absolute pressure";"44";"kPa";
"55192.081103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55192.335103";"Long term fuel % trim - Bank 1";"0";"%";
"55192.558103";"Calculated boost";"-0.56325";"bar";
"55192.558103";"Intake manifold absolute pressure";"45";"kPa";
"55192.817103";"Short term fuel % trim - Bank 1";"-21.09375";"%";
"55193.045103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55193.262103";"Calculated boost";"-0.50325";"bar";
"55193.262103";"Intake manifold absolute pressure";"51";"kPa";
"55193.508103";"Short term fuel % trim - Bank 1";"-18.75";"%";
"55193.776103";"Long term fuel % trim - Bank 1";"0";"%";
"55193.995103";"Calculated boost";"-0.60325";"bar";
"55193.995103";"Intake manifold absolute pressure";"41";"kPa";
"55194.234103";"Short term fuel % trim - Bank 1";"-21.09375";"%";
"55194.466103";"Long term fuel % trim - Bank 1";"0";"%";
"55194.689103";"Calculated boost";"-0.47325";"bar";
"55194.689103";"Intake manifold absolute pressure";"54";"kPa";
"55194.931103";"Short term fuel % trim - Bank 1";"-18.75";"%";
"55195.159103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55195.382103";"Calculated boost";"-0.55325";"bar";
"55195.382103";"Intake manifold absolute pressure";"46";"kPa";
"55195.615103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55195.862103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55196.102103";"Calculated boost";"-0.47325";"bar";
"55196.102103";"Intake manifold absolute pressure";"54";"kPa";
"55196.334103";"Short term fuel % trim - Bank 1";"-22.65625";"%";
"55196.595103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55196.827103";"Calculated boost";"-0.51325";"bar";
"55196.827103";"Intake manifold absolute pressure";"50";"kPa";
"55197.060103";"Short term fuel % trim - Bank 1";"-21.875";"%";
"55197.303103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55197.515103";"Calculated boost";"-0.50325";"bar";
"55197.515103";"Intake manifold absolute pressure";"51";"kPa";
"55197.765103";"Short term fuel % trim - Bank 1";"-21.09375";"%";
"55198.030103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55198.247103";"Calculated boost";"-0.51325";"bar";
"55198.247103";"Intake manifold absolute pressure";"50";"kPa";
"55198.472103";"Short term fuel % trim - Bank 1";"-17.96875";"%";
"55198.696103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55198.931103";"Calculated boost";"-0.53325";"bar";
"55198.931103";"Intake manifold absolute pressure";"48";"kPa";
"55199.162103";"Short term fuel % trim - Bank 1";"-16.40625";"%";
"55199.389103";"Long term fuel % trim - Bank 1";"0";"%";
"55199.614103";"Calculated boost";"-0.57325";"bar";
"55199.614103";"Intake manifold absolute pressure";"44";"kPa";
"55199.838103";"Short term fuel % trim - Bank 1";"-13.28125";"%";
"55200.057103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55200.305103";"Calculated boost";"-0.45325";"bar";
"55200.305103";"Intake manifold absolute pressure";"56";"kPa";
"55200.522103";"Short term fuel % trim - Bank 1";"-14.84375";"%";
"55200.755103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55200.982103";"Calculated boost";"-0.53325";"bar";
"55200.982103";"Intake manifold absolute pressure";"48";"kPa";
"55201.197103";"Short term fuel % trim - Bank 1";"-17.1875";"%";
"55201.409103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55201.646103";"Calculated boost";"-0.13325";"bar";
"55201.646103";"Intake manifold absolute pressure";"88";"kPa";
"55201.867103";"Short term fuel % trim - Bank 1";"-14.84375";"%";
"55202.090103";"Long term fuel % trim - Bank 1";"0";"%";
"55202.367103";"Calculated boost";"-0.52325";"bar";
"55202.367103";"Intake manifold absolute pressure";"49";"kPa";
"55202.619103";"Short term fuel % trim - Bank 1";"-13.28125";"%";
"55202.842103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55203.059103";"Calculated boost";"-0.49325";"bar";
"55203.059103";"Intake manifold absolute pressure";"52";"kPa";
"55203.282103";"Short term fuel % trim - Bank 1";"-14.0625";"%";
"55203.512103";"Long term fuel % trim - Bank 1";"0";"%";
"55203.742103";"Calculated boost";"-0.60325";"bar";
"55203.742103";"Intake manifold absolute pressure";"41";"kPa";
"55203.986103";"Short term fuel % trim - Bank 1";"-13.28125";"%";
"55204.211103";"Long term fuel % trim - Bank 1";"0";"%";
"55204.433103";"Calculated boost";"-0.59325";"bar";
"55204.433103";"Intake manifold absolute pressure";"42";"kPa";
"55204.670103";"Short term fuel % trim - Bank 1";"-10.15625";"%";
"55204.918103";"Long term fuel % trim - Bank 1";"0";"%";
"55205.154103";"Calculated boost";"-0.55325";"bar";
"55205.154103";"Intake manifold absolute pressure";"46";"kPa";
"55205.407103";"Short term fuel % trim - Bank 1";"-10.9375";"%";
"55205.644103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55205.894103";"Calculated boost";"-0.49325";"bar";
"55205.894103";"Intake manifold absolute pressure";"52";"kPa";
"55206.140103";"Short term fuel % trim - Bank 1";"-14.0625";"%";
"55206.381103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55206.601103";"Calculated boost";"-0.55325";"bar";
"55206.601103";"Intake manifold absolute pressure";"46";"kPa";
"55206.831103";"Short term fuel % trim - Bank 1";"-17.1875";"%";
"55207.091103";"Long term fuel % trim - Bank 1";"0";"%";
"55207.385103";"Calculated boost";"-0.54325";"bar";
"55207.385103";"Intake manifold absolute pressure";"47";"kPa";
"55207.607103";"Short term fuel % trim - Bank 1";"-14.84375";"%";
"55207.829103";"Long term fuel % trim - Bank 1";"0";"%";
"55208.057103";"Calculated boost";"-0.52325";"bar";
"55208.057103";"Intake manifold absolute pressure";"49";"kPa";
"55208.291103";"Short term fuel % trim - Bank 1";"-14.0625";"%";
"55208.516103";"Long term fuel % trim - Bank 1";"0";"%";
"55208.750103";"Calculated boost";"-0.51325";"bar";
"55208.750103";"Intake manifold absolute pressure";"50";"kPa";
"55208.976103";"Short term fuel % trim - Bank 1";"-14.84375";"%";
"55209.201103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55209.468103";"Calculated boost";"-0.46325";"bar";
"55209.468103";"Intake manifold absolute pressure";"55";"kPa";
"55209.733103";"Short term fuel % trim - Bank 1";"-16.40625";"%";
"55210.013103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55210.409103";"Calculated boost";"-0.47325";"bar";
"55210.409103";"Intake manifold absolute pressure";"54";"kPa";
"55210.683103";"Short term fuel % trim - Bank 1";"-17.1875";"%";
"55210.930103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55211.151103";"Calculated boost";"-0.32325";"bar";
"55211.151103";"Intake manifold absolute pressure";"69";"kPa";
"55211.369103";"Short term fuel % trim - Bank 1";"-18.75";"%";
"55211.611103";"Long term fuel % trim - Bank 1";"0";"%";
"55211.860103";"Calculated boost";"-0.52325";"bar";
"55211.860103";"Intake manifold absolute pressure";"49";"kPa";
"55212.107103";"Short term fuel % trim - Bank 1";"-20.3125";"%";
"55212.357103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55212.585103";"Calculated boost";"-0.36325";"bar";
"55212.585103";"Intake manifold absolute pressure";"65";"kPa";
"55212.829103";"Short term fuel % trim - Bank 1";"-17.96875";"%";
"55213.183103";"Long term fuel % trim - Bank 1";"0";"%";
"55213.415103";"Calculated boost";"-0.62325";"bar";
"55213.415103";"Intake manifold absolute pressure";"39";"kPa";
"55213.650103";"Short term fuel % trim - Bank 1";"-17.1875";"%";
"55213.879103";"Long term fuel % trim - Bank 1";"0";"%";
"55214.116103";"Calculated boost";"-0.56325";"bar";
"55214.116103";"Intake manifold absolute pressure";"45";"kPa";
"55214.346103";"Short term fuel % trim - Bank 1";"-17.1875";"%";
"55214.586103";"Long term fuel % trim - Bank 1";"0";"%";
"55214.814103";"Calculated boost";"-0.53325";"bar";
"55214.814103";"Intake manifold absolute pressure";"48";"kPa";
"55215.030103";"Short term fuel % trim - Bank 1";"-16.40625";"%";
"55215.279103";"Long term fuel % trim - Bank 1";"0";"%";
"55215.504103";"Calculated boost";"-0.52325";"bar";
"55215.504103";"Intake manifold absolute pressure";"49";"kPa";
"55215.736103";"Short term fuel % trim - Bank 1";"-16.40625";"%";
"55215.993103";"Long term fuel % trim - Bank 1";"0";"%";
"55216.289103";"Calculated boost";"-0.51325";"bar";
"55216.289103";"Intake manifold absolute pressure";"50";"kPa";
"55216.531103";"Short term fuel % trim - Bank 1";"-14.84375";"%";
"55216.767103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55217.003103";"Calculated boost";"-0.10325";"bar";
"55217.003103";"Intake manifold absolute pressure";"91";"kPa";
"55217.243103";"Short term fuel % trim - Bank 1";"-16.40625";"%";
"55217.491103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55217.759103";"Calculated boost";"-0.49325";"bar";
"55217.759103";"Intake manifold absolute pressure";"52";"kPa";
"55217.979103";"Short term fuel % trim - Bank 1";"-10.15625";"%";
"55218.227103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55218.454103";"Calculated boost";"-0.40325";"bar";
