TIME;RPM;GAZ;BENZYNA;PODCISNIENIE;CISNIENIE
56651.5;2860;2,55;4,72;0,29;0,92
56652.0;2890;3,41;6,64;0,34;0,90
56652.5;2940;6,16;10,95;0,65;0,90
56653.0;3130;9,36;14,53;0,97;0,87
56653.5;3290;8,52;13,57;0,92;0,87
56654.0;3410;3,76;7,08;0,31;1,14
56654.5;3410;2,94;4,56;0,23;1,19
56655.0;2570;3,10;5,96;0,28;0,89
56655.5;2550;3,11;5,98;0,29;0,89
56656.0;2550;3,03;5,76;0,29;0,90
56656.5;2540;2,78;5,12;0,28;0,92
56657.0;2520;2,72;4,95;0,28;0,92
56657.5;2520;2,63;4,82;0,28;0,92
56658.0;2500;2,54;4,71;0,28;0,92
56658.5;2490;2,45;4,60;0,28;0,92
56659.0;2490;2,58;4,76;0,28;0,92
56659.5;2470;2,48;4,64;0,28;0,92
56660.0;2460;2,44;4,59;0,28;0,92
56660.5;2420;2,96;5,60;0,34;0,89
56661.0;2460;6,60;11,48;0,78;0,89
56661.5;2540;9,51;14,60;1,00;0,87
56662.0;2630;9,82;15,06;1,02;0,87
56662.5;2720;9,91;15,28;1,02;0,89
56663.0;2900;9,77;15,10;1,02;0,87
56663.5;2990;9,33;14,43;1,00;0,89
56664.0;3150;9,83;15,29;1,00;0,85
56664.5;3230;9,61;14,94;0,99;0,87
56665.0;3330;9,36;14,56;1,00;0,85
56665.5;3480;9,76;15,18;0,97;0,85
56666.0;3480;4,16;7,65;0,54;0,97
56666.5;3520;2,11;4,27;0,23;1,00
56667.0;3490;0,00;0,00;0,24;1,00
56667.5;3440;0,00;0,00;0,24;1,00
56668.0;3360;0,00;0,00;0,23;1,01
56668.5;3310;0,00;0,00;0,24;1,01
56669.0;3230;0,00;0,00;0,23;1,01
56669.5;3180;0,00;0,00;0,23;1,01
56670.0;3110;0,00;0,00;0,23;1,01
56670.5;3440;2,41;4,64;0,23;0,90
56671.0;3250;2,39;4,61;0,26;0,90
56671.5;3240;2,47;4,72;0,28;0,89
56672.0;3260;2,67;4,97;0,29;0,90
56672.5;3240;2,78;5,20;0,33;0,90
56673.0;3250;3,54;6,98;0,39;0,89
56673.5;3250;3,74;7,47;0,44;0,90
56674.0;3270;3,64;7,19;0,39;0,97
56674.5;3140;2,96;5,05;0,23;1,00
56675.0;2550;5,25;9,86;0,52;0,89
56675.5;2550;5,45;10,13;0,55;0,87
56676.0;2570;5,13;9,61;0,54;0,89
56676.5;2590;4,80;9,12;0,52;0,89
56677.0;2610;4,47;8,61;0,49;0,90
56677.5;2630;4,36;8,50;0,47;0,89
56678.0;2640;4,04;7,99;0,45;0,90
56678.5;2640;3,40;6,63;0,37;0,90
56679.0;2640;3,34;6,49;0,36;0,92
56679.5;2630;3,17;5,99;0,33;0,92
56680.0;2620;3,05;5,70;0,33;0,92
56680.5;2610;2,82;5,18;0,29;0,92
56681.0;2590;2,97;5,53;0,28;0,92
56681.5;2580;2,83;5,20;0,29;0,92
56682.0;2570;2,83;5,21;0,29;0,92
56682.5;2550;2,59;4,73;0,26;0,93
56683.0;2520;2,43;4,54;0,24;0,93
56683.5;2520;1,28;2,35;0,23;1,00
56684.0;2470;0,00;0,00;0,24;1,00
56684.5;2390;0,00;0,00;0,23;1,01
56685.0;2340;0,00;0,00;0,23;1,01
56685.5;2290;0,00;0,00;0,24;1,00
56686.0;2210;0,00;0,00;0,24;1,00
56686.5;2160;0,00;0,00;0,24;1,00
56687.0;2090;0,00;0,00;0,24;1,00
56687.5;2040;0,00;0,00;0,24;1,00
56688.0;1980;0,00;0,00;0,24;1,00
56688.5;1910;0,00;0,00;0,24;1,00
56689.0;2510;1,96;3,38;0,24;0,97
56689.5;2150;3,52;6,90;0,37;0,90
56690.0;2140;3,62;7,09;0,39;0,92
56690.5;2120;3,40;6,54;0,37;0,92
56691.0;2110;2,98;5,55;0,33;0,92
56691.5;2100;3,21;6,08;0,36;0,92
56692.0;2080;3,03;5,61;0,36;0,93
56692.5;2080;3,02;5,61;0,36;0,92
56693.0;2080;3,17;5,99;0,39;0,92
56693.5;2080;4,01;7,96;0,49;0,90
56694.0;2080;4,30;8,38;0,52;0,90
56694.5;2090;4,23;8,12;0,52;0,92
56695.0;2110;4,24;8,13;0,52;0,92
56695.5;2120;4,09;8,03;0,52;0,90
56696.0;2150;4,20;8,23;0,52;0,90
56696.5;2170;3,96;7,81;0,52;0,90
56697.0;2180;3,19;6,01;0,39;0,92
56697.5;2190;3,09;5,79;0,39;0,92
56698.0;2200;3,01;5,61;0,37;0,92
56698.5;2210;3,08;5,74;0,37;0,93
56699.0;2220;2,94;5,40;0,36;0,93
56699.5;2240;3,02;5,63;0,36;0,92
56700.0;2250;2,82;5,13;0,33;0,92
56700.5;2260;2,83;5,21;0,33;0,92
56701.0;2280;2,84;5,23;0,33;0,92
56701.5;2280;2,75;4,97;0,33;0,93
56702.0;2270;2,38;4,47;0,24;0,95
56702.5;2270;0,00;0,00;0,24;1,00
56703.0;2190;0,00;0,00;0,24;1,00
56703.5;2140;0,00;0,00;0,24;1,00
56704.0;2090;0,00;0,00;0,24;1,00
56704.5;2010;0,00;0,00;0,24;1,00
56705.0;1960;0,00;0,00;0,24;1,00
56705.5;1880;0,00;0,00;0,24;1,00
56706.0;1830;0,00;0,00;0,24;1,00
56706.5;1780;0,00;0,00;0,24;1,00
56707.0;1700;0,00;0,00;0,24;1,00
56707.5;1650;0,00;0,00;0,24;1,00
56708.0;1570;0,00;0,00;0,24;1,00
56708.5;1520;0,00;0,00;0,24;1,00
56709.0;1500;0,00;0,00;0,24;1,00
56709.5;1500;0,00;0,00;0,24;1,00
56710.0;1500;0,00;0,00;0,24;1,00
56710.5;1500;0,00;0,00;0,26;1,00
56711.0;1500;0,00;0,00;0,26;1,00
56711.5;1500;0,00;0,00;0,24;1,00
56712.0;1500;0,00;0,00;0,24;1,01
56712.5;1500;0,00;0,00;0,24;1,00
56713.0;1500;0,00;0,00;0,24;1,00
56713.5;1500;0,00;0,00;0,24;1,00
56714.0;1500;0,00;0,00;0,24;1,01
56714.5;1500;0,00;0,00;0,24;1,01
56715.0;1500;0,00;0,00;0,24;1,01
56715.5;1500;0,00;0,00;0,24;1,01
56716.0;1500;0,00;0,00;0,24;1,01
56716.5;1500;0,00;0,00;0,24;1,01
56717.0;1500;0,00;0,00;0,24;1,01
56717.5;1500;0,00;0,00;0,24;1,01
56718.0;1500;0,00;0,00;0,24;1,00
56718.5;1500;0,00;0,00;0,24;1,01
56719.0;1500;0,00;0,00;0,24;1,01
56719.5;1500;0,00;0,00;0,24;1,01
56720.0;1500;0,00;0,00;0,24;1,01
56720.5;1500;0,00;0,00;0,24;1,01
56721.0;1500;0,00;0,00;0,24;1,01
56721.5;1500;0,00;0,00;0,24;1,01
56722.0;1910;2,60;4,79;0,33;0,92
56722.5;1370;4,62;8,80;0,52;0,92
56723.0;2260;3,72;7,38;0,41;0,90
56723.5;2240;4,25;8,37;0,45;0,87
56724.0;2300;4,;9,08;0,54;0,89
56724.5;2360;5,52;10,32;0,63;0,85
56725.0;2420;5,88;10,64;0,63;0,90
56725.5;2530;5,55;10,20;0,63;0,89
56726.0;2600;5,96;10,79;0,65;0,89
56726.5;2710;5,86;10,67;0,63;0,89
56727.0;2780;5,41;10,02;0,62;0,89
56727.5;2840;5,26;9,80;0,57;0,89
56728.0;2940;5,11;9,70;0,57;0,87
56728.5;3010;5,34;10,05;0,57;0,85
56729.0;3070;3,72;7,24;0,37;0,97
56729.5;3060;0,00;0,00;0,23;1,13
56730.0;2520;2,73;5,09;0,26;0,89
56730.5;2390;2,74;5,04;0,26;0,92
56731.0;2400;2,72;4,97;0,23;0,95
56731.5;2360;0,00;0,00;0,23;0,98
56732.0;2310;0,00;0,00;0,23;1,00
56732.5;2260;0,00;0,00;0,23;1,00
56733.0;2180;0,00;0,00;0,24;0,98
56733.5;2130;0,00;0,00;0,24;0,98
56734.0;2050;0,00;0,00;0,24;0,98
56734.5;2000;0,00;0,00;0,23;1,00
56735.0;1930;0,00;0,00;0,23;1,00
56735.5;1870;0,00;0,00;0,24;1,00
56736.0;1830;0,00;0,00;0,24;1,00
56736.5;1750;0,00;0,00;0,24;1,00
56737.0;1700;0,00;0,00;0,24;1,00
56737.5;1620;0,00;0,00;0,24;1,00
56738.0;1570;0,00;0,00;0,24;1,00
56738.5;1500;0,00;0,00;0,23;1,01
56739.0;1500;0,00;0,00;0,23;1,01
56739.5;1500;0,00;0,00;0,24;1,00
56740.0;1500;0,00;0,00;0,24;1,00
56740.5;1500;0,00;0,00;0,24;1,00
56741.0;1500;0,00;0,00;0,24;1,00
56741.5;1500;0,00;0,00;0,24;0,98
56742.0;2220;2,47;4,63;0,24;0,92
56742.5;2120;2,58;4,76;0,26;0,92
56743.0;2130;3,47;6,68;0,37;0,90
56743.5;2130;5,05;9,31;0,57;0,92
56744.0;2140;5,30;9,80;0,62;0,90
56744.5;2150;5,10;9,52;0,60;0,92
56745.0;2170;4,78;9,06;0,58;0,90
56745.5;2180;4,90;9,25;0,58;0,89
56746.0;2190;4,74;9,01;0,60;0,90
56746.5;2200;4,82;9,12;0,60;0,90
56747.0;2210;5,08;9,54;0,65;0,89
56747.5;2220;5,49;10,10;0,66;0,89
56748.0;2210;3,24;6,13;0,42;0,92
56748.5;2210;2,70;4,94;0,36;0,92
56749.0;2190;2,87;5,31;0,36;0,92
56749.5;2180;3,10;5,94;0,39;0,90
56750.0;2170;3,09;5,79;0,39;0,92
56750.5;2150;3,11;5,84;0,37;0,92
56751.0;2140;3,25;6,16;0,37;0,92
56751.5;2120;3,13;5,89;0,37;0,92
56752.0;2100;3,30;6,27;0,39;0,92
56752.5;2090;3,28;6,23;0,39;0,92
56753.0;2080;3,73;7,29;0,45;0,90
56753.5;2070;4,35;8,44;0,54;0,90
56754.0;2050;4,36;8,42;0,52;0,90
56754.5;2040;4,19;8,22;0,52;0,90
56755.0;2020;4,22;8,23;0,54;0,90
56755.5;2030;5,84;10,64;0,68;0,89
56756.0;2030;5,59;10,23;0,70;0,89
56756.5;2060;5,73;10,51;0,68;0,87
56757.0;2070;5,52;10,17;0,70;0,89
56757.5;2080;5,66;10,38;0,68;0,89
56758.0;2110;7,08;12,09;0,84;0,87
56758.5;2130;8,11;13,03;0,95;0,89
56759.0;2170;7,85;12,75;0,94;0,90
56759.5;2190;5,81;10,30;0,71;0,92
56760.0;2210;5,07;9,53;0,62;0,89
56760.5;2220;4,99;9,42;0,63;0,89
56761.0;2230;5,19;9,70;0,63;0,89
56761.5;2240;5,29;9,85;0,65;0,89
56762.0;2250;5,47;10,04;0,65;0,90
56762.5;2260;5,64;10,34;0,70;0,89
56763.0;2280;5,57;10,24;0,70;0,89
56763.5;2300;5,49;10,09;0,66;0,90
56764.0;2320;5,77;10,52;0,66;0,89
56764.5;2330;5,38;9,98;0,65;0,89
56765.0;2340;5,43;9,99;0,65;0,90
56765.5;2350;5,56;10,22;0,63;0,89
56766.0;2360;5,18;9,69;0,62;0,89
56766.5;2370;5,19;9,70;0,58;0,89
56767.0;2370;4,93;9,31;0,57;0,89
56767.5;2370;4,68;8,91;0,54;0,90
56768.0;2360;3,57;7,03;0,41;0,90
56768.5;2360;3,26;6,31;0,39;0,90
56769.0;2350;3,46;6,76;0,39;0,90
56769.5;2330;3,32;6,38;0,41;0,90
56770.0;2320;3,47;6,79;0,41;0,90
56770.5;2290;3,32;6,45;0,42;0,90
56771.0;2280;3,41;6,60;0,42;0,90
56771.5;2250;2,95;5,49;0,37;0,92
56772.0;2240;3,04;5,69;0,37;0,92
56772.5;2220;2,66;4,81;0,31;0,95
56773.0;2190;2,50;4,67;0,29;0,92
56773.5;2170;2,80;5,13;0,31;0,92
56774.0;2140;2,85;5,26;0,34;0,92
56774.5;2120;2,78;5,04;0,34;0,93
56775.0;2090;2,80;5,09;0,34;0,93
56775.5;2080;3,15;5,93;0,37;0,90
56776.0;2070;3,88;7,64;0,47;0,90
56776.5;2060;4,43;8,55;0,55;0,90
56777.0;2100;9,23;13,80;1,00;0,92
56777.5;2120;7,67;12,42;0,89;0,90
56778.0;2160;5,89;10,66;0,73;0,89
56778.5;2190;4,98;9,35;0,65;0,90
56779.0;2210;3,29;6,25;0,44;0,92
56779.5;2210;2,32;4,41;0,29;0,93
56780.0;2180;2,50;4,61;0,24;0,92
56780.5;2190;2,43;4,57;0,24;0,92
56781.0;2170;2,71;5,02;0,28;0,90
56781.5;2180;2,94;5,45;0,33;0,92
56782.0;2160;2,87;5,30;0,33;0,92
56782.5;2180;2,78;5,08;0,31;0,93
56783.0;2180;2,69;4,84;0,33;0,93
56783.5;2180;2,60;4,74;0,31;0,93
56784.0;2190;2,52;4,65;0,31;0,93
56784.5;2200;2,46;4,58;0,31;0,93
56785.0;2200;2,38;4,48;0,31;0,93
56785.5;2210;2,33;4,41;0,31;0,93
56786.0;2210;2,35;4,45;0,29;0,93
56786.5;2210;2,08;4,12;0,24;0,95
56787.0;2200;0,00;0,00;0,24;1,00
56787.5;2120;0,00;0,00;0,24;1,01
56788.0;2070;0,00;0,00;0,26;1,00
56788.5;2020;0,00;0,00;0,24;1,01
56789.0;1940;0,00;0,00;0,26;1,00
56789.5;1890;0,00;0,00;0,24;1,00
56790.0;1810;0,00;0,00;0,24;1,01
56790.5;1760;0,00;0,00;0,24;1,01
56791.0;1710;0,00;0,00;0,26;1,00
56791.5;1640;0,00;0,00;0,24;1,01
56792.0;1590;0,00;0,00;0,26;1,00
56792.5;1510;0,00;0,00;0,26;1,00
56793.0;1500;0,00;0,00;0,24;1,01
56793.5;1500;0,00;0,00;0,24;1,01
56794.0;1500;0,00;0,00;0,24;1,01
56794.5;1500;0,00;0,00;0,24;1,01
56795.0;1500;0,00;0,00;0,24;1,01
56795.5;1500;0,00;0,00;0,24;1,01
56796.0;1500;0,00;0,00;0,24;1,01
56796.5;2130;5,35;10,18;0,47;0,83
56797.0;2040;10,37;15,84;1,00;0,90
56797.5;2090;10,01;15,30;1,02;0,90
56798.0;2170;9,79;14,94;1,00;0,89
56798.5;2290;9,74;15,07;1,02;0,87
56799.0;2370;9,67;14,79;1,02;0,90
56799.5;2490;9,68;14,81;1,02;0,89
56800.0;2570;9,53;14,58;1,00;0,89
56800.5;2650;9,58;14,66;1,00;0,89
56801.0;2750;9,11;14,10;0,99;0,89
56801.5;2820;8,66;13,56;0,92;0,89
56802.0;2830;2,41;4,54;0,24;0,92
56802.5;2830;0,58;1,11;0,23;0,98
56803.0;2780;0,00;0,00;0,23;1,00
56803.5;2700;0,00;0,00;0,23;1,00
56804.0;2650;0,00;0,00;0,23;1,00
56804.5;2570;0,00;0,00;0,23;1,00
56805.0;2530;0,00;0,00;0,23;1,00
56805.5;2450;0,00;0,00;0,23;1,00
56806.0;2400;0,00;0,00;0,23;1,00
56806.5;2350;0,00;0,00;0,23;1,00
56807.0;2270;0,00;0,00;0,23;1,00
56807.5;2220;0,00;0,00;0,23;1,00
56808.0;2140;0,00;0,00;0,23;1,00
56808.5;2090;0,00;0,00;0,24;0,98
56809.0;2040;0,00;0,00;0,23;1,00
56809.5;1960;0,00;0,00;0,23;1,00
56810.0;1910;0,00;0,00;0,24;0,98
56810.5;1830;0,00;0,00;0,23;1,00
56811.0;2520;2,89;5,45;0,23;0,90
56811.5;2420;2,65;4,94;0,23;0,92
56812.0;2410;2,71;4,97;0,26;0,92
56812.5;2410;2,72;4,96;0,26;0,92
56813.0;2400;2,75;5,07;0,28;0,92
56813.5;2390;2,71;4,93;0,28;0,92
56814.0;2380;2,57;4,75;0,28;0,92
56814.5;2370;2,52;4,65;0,28;0,93
56815.0;2370;2,48;4,59;0,28;0,93
56815.5;2350;2,52;4,69;0,28;0,92
56816.0;2330;2,41;4,53;0,28;0,93
56816.5;2330;2,29;4,40;0,24;0,93
56817.0;2300;2,30;4,39;0,24;0,93
56817.5;2290;2,39;4,49;0,24;0,93
56818.0;2270;2,42;4,53;0,24;1,00
56818.5;2240;0,00;0,00;0,24;1,00
56819.0;2160;0,00;0,00;0,26;1,00
56819.5;2110;0,00;0,00;0,26;1,00
56820.0;2060;0,00;0,00;0,24;1,01
56820.5;2120;2,51;4,68;0,24;0,92
56821.0;2090;2,45;4,57;0,24;0,92
56821.5;2060;4,62;9,04;0,45;0,83
56822.0;2120;9,78;14,91;1,00;0,89
56822.5;2060;11,67;17,81;1,04;0,89
56823.0;2190;11,62;17,89;1,04;0,87
56823.5;2250;11,59;17,84;1,04;0,89
56824.0;2350;11,71;18,01;1,04;0,87
56824.5;2410;11,77;18,09;1,04;0,87
56825.0;2490;11,86;18,22;1,04;0,87
56825.5;2550;11,89;18,26;1,04;0,87
56826.0;2610;11,76;18,09;1,04;0,87
56826.5;2700;11,59;17,84;1,04;0,87
56827.0;2820;9,22;14,13;1,00;0,90
56827.5;2730;2,52;4,05;0,26;1,13
56828.0;2740;2,44;4,01;0,23;1,14
56828.5;2690;0,00;0,00;0,23;1,17
56829.0;2620;0,00;0,00;0,23;1,17
56829.5;2560;0,00;0,00;0,23;1,19
56830.0;2490;0,00;0,00;0,23;1,19
56830.5;2440;0,00;0,00;0,23;1,19
56831.0;2380;0,00;0,00;0,24;1,17
56831.5;2310;0,00;0,00;0,23;1,19
56832.0;2260;0,00;0,00;0,24;1,17
56832.5;2180;0,00;0,00;0,24;1,17
56833.0;2550;3,78;7,57;0,34;0,85
56833.5;2390;10,44;16,01;0,97;0,90
56834.0;2390;9,26;14,26;0,94;0,87
56834.5;2420;8,75;13,59;0,92;0,90
56835.0;2450;5,91;10,59;0,65;0,90
56835.5;2470;4,78;9,11;0,54;0,89
56836.0;2440;2,54;4,66;0,28;0,93
56836.5;2410;0,00;0,00;0,23;0,98
56837.0;2360;0,00;0,00;0,24;0,98
56837.5;2420;2,75;4,79;0,24;0,93
56838.0;2310;2,66;4,99;0,26;0,89
56838.5;2280;2,85;5,37;0,29;0,89
56839.0;2220;2,64;4,83;0,29;0,92
56839.5;2200;2,53;4,71;0,28;0,92
56840.0;2150;2,53;4,70;0,28;0,92
56840.5;2120;2,43;4,55;0,26;0,93
56841.0;2090;2,38;4,49;0,26;0,92
56841.5;2080;4,78;9,07;0,57;0,90
56842.0;2040;5,22;9,72;0,62;0,89
56842.5;2040;5,46;10,05;0,65;0,90
56843.0;2040;5,66;10,37;0,66;0,89
56843.5;2040;5,36;9,95;0,66;0,89
56844.0;2050;5,72;10,47;0,68;0,90
56844.5;2050;5,47;10,10;0,68;0,89
56845.0;2060;5,25;9,74;0,65;0,89
56845.5;2060;4,85;9,18;0,58;0,89
56846.0;2060;4,12;8,16;0,50;0,89
56846.5;2050;3,30;6,28;0,42;0,93
56847.0;2020;2,39;4,48;0,28;0,92
56847.5;1990;2,56;4,73;0,24;0,92
56848.0;1970;3,21;6,19;0,33;0,90
56848.5;1910;2,20;4,26;0,28;0,93
56849.0;1890;1,99;4,05;0,24;0,92
56849.5;1890;4,42;8,56;0,52;0,89
56850.0;1870;8,15;13,07;0,86;0,89
56850.5;1870;7,21;12,06;0,83;0,90
56851.0;1900;6,69;11,52;0,79;0,90
56851.5;1920;4,41;8,37;0,57;0,90
56852.0;1940;4,11;8,12;0,54;0,89
56852.5;1920;2,08;4,07;0,31;0,93
56853.0;1890;1,92;3,96;0,24;0,95
56853.5;1880;0,00;0,00;0,24;0,98
56854.0;1860;2,96;5,65;0,31;0,87
56854.5;1810;2,38;4,48;0,28;0,93
56855.0;1760;0,00;0,00;0,24;1,00
56855.5;1710;0,00;0,00;0,26;0,98
56856.0;1660;0,00;0,00;0,26;0,98
56856.5;1580;0,00;0,00;0,28;0,98
56857.0;1720;2,64;4,83;0,29;0,92
56857.5;1610;2,34;4,43;0,28;0,98
56858.0;1570;0,00;0,00;0,29;0,98
56858.5;1540;2,50;4,57;0,29;0,93
56859.0;1340;2,49;4,62;0,33;0,92
56859.5;1130;2,74;4,93;0,36;0,93
56860.0;940;2,83;5,05;0,39;0,95
56860.5;890;2,82;5,03;0,39;0,95
56861.0;840;2,84;5,07;0,41;0,95
56861.5;810;2,73;4,78;0,41;0,97
56862.0;790;2,63;4,59;0,41;0,97
56862.5;770;2,69;4,69;0,39;0,97
56863.0;790;4,82;8,60;0,57;0,98
56863.5;1840;7,19;12,07;0,83;0,89
56864.0;1950;7,50;12,38;0,83;0,89
56864.5;1810;7,54;12,47;0,84;0,89
56865.0;1890;6,93;11,80;0,83;0,89
56865.5;2000;5,69;10,36;0,68;0,90
56866.0;2120;4,85;9,21;0,63;0,89
56866.5;2180;5,17;9,70;0,62;0,89
56867.0;2230;4,68;8,94;0,60;0,90
56867.5;2300;4,88;9,23;0,60;0,89
56868.0;2330;4,84;9,20;0,60;0,89
56868.5;2410;5,06;9,52;0,58;0,89
56869.0;2460;4,94;9,39;0,58;0,87
56869.5;2540;6,66;11,70;0,75;0,87
56870.0;2670;6,64;11,52;0,75;0,89
56870.5;2770;6,56;11,56;0,75;0,87
56871.0;2930;6,99;12,02;0,75;0,89
56871.5;2980;4,18;8,01;0,47;0,93
56872.0;2970;0,00;0,00;0,26;1,14
56872.5;2600;6,92;11,82;0,66;0,87
56873.0;2410;6,16;10,97;0,68;0,89
56873.5;2270;5,69;10,43;0,63;0,89
56874.0;2300;5,34;9,89;0,60;0,89
56874.5;2320;4,97;9,45;0,58;0,87
56875.0;2330;4,31;8,42;0,52;0,89
56875.5;2330;3,36;6,54;0,41;0,90
56876.0;2340;3,92;7,87;0,45;0,89
56876.5;2340;3,85;7,70;0,47;0,89
56877.0;2340;3,86;7,73;0,47;0,89
56877.5;2340;3,66;7,26;0,45;0,90
56878.0;2340;3,57;7,02;0,44;0,90
56878.5;2350;3,48;6,82;0,44;0,90
56879.0;2350;3,61;7,15;0,44;0,89
56879.5;2340;2,59;4,73;0,33;0,93
56880.0;2290;2,50;4,75;0,26;0,90
56880.5;2270;2,55;4,81;0,28;0,90
56881.0;2240;2,78;5,18;0,31;0,90
56881.5;2210;2,78;5,16;0,33;0,92
56882.0;2190;2,74;5,00;0,33;0,92
56882.5;2190;6,52;11,38;0,81;0,89
56883.0;2230;9,05;13,86;1,00;0,90
56883.5;2280;11,69;18,06;1,04;0,87
56884.0;2440;11,73;18,10;1,02;0,87
56884.5;2530;11,71;18,02;1,04;0,87
56885.0;2690;11,39;17,59;1,02;0,85
56885.5;2800;11,40;17,68;1,02;0,85
56886.0;2960;11,33;17,58;1,02;0,85
56886.5;3060;11,32;17,75;1,02;0,85
56887.0;3220;12,13;18,91;1,02;0,85
56887.5;3320;12,01;18,74;1,04;0,83
56888.0;3280;1,82;3,21;0,28;1,23
56888.5;3290;0,00;0,00;0,24;1,24
56889.0;3240;0,00;0,00;0,23;1,27
56889.5;3160;0,00;0,00;0,23;1,27
56890.0;3110;0,00;0,00;0,23;1,29
56890.5;3030;0,00;0,00;0,21;1,30
56891.0;2980;0,00;0,00;0,21;1,30
56891.5;2910;0,00;0,00;0,21;1,30
56892.0;2860;0,00;0,00;0,23;1,30
56892.5;2780;0,00;0,00;0,23;1,30
56893.0;2730;0,00;0,00;0,23;1,30
56893.5;2690;0,00;0,00;0,23;1,30
56894.0;2610;0,00;0,00;0,24;1,29
56894.5;2560;0,00;0,00;0,24;1,29
56895.0;3270;2,61;4,01;0,23;1,20
56895.5;2350;2,57;4,86;0,24;0,89
56896.0;2310;2,89;5,46;0,29;0,89
56896.5;2280;4,03;8,12;0,44;0,87
56897.0;2260;4,12;8,22;0,45;0,87
56897.5;2250;4,13;8,19;0,47;0,89
56898.0;2250;4,50;8,83;0,54;0,85
56898.5;2260;5,20;9,82;0,62;0,87
56899.0;2280;5,32;10,00;0,63;0,87
56899.5;2300;5,98;10,80;0,73;0,89
56900.0;2340;5,40;10,00;0,65;0,89
56900.5;2380;5,79;10,67;0,66;0,89
56901.0;2430;6,;11,66;0,78;0,85
56901.5;2470;6,42;11,41;0,73;0,87
56902.0;2510;5,67;10,50;0,65;0,87
56902.5;2560;4,71;9,12;0,52;0,87
56903.0;2580;4,71;9,15;0,54;0,85
56903.5;2610;4,76;9,15;0,52;0,89
56904.0;2620;4,85;9,32;0,52;0,87
56904.5;2630;4,25;8,44;0,49;0,87
56905.0;2650;4,24;8,32;0,47;0,89
56905.5;2660;4,21;8,38;0,45;0,87
56906.0;2670;3,98;7,95;0,45;0,89
56906.5;2690;4,31;8,53;0,45;0,87
56907.0;2700;4,09;8,12;0,45;0,89
56907.5;2730;4,82;9,31;0,54;0,85
56908.0;2760;5,20;9,72;0,57;0,89
56908.5;2790;5,15;9,80;0,58;0,85
56909.0;2820;5,10;9,68;0,57;0,87
56909.5;2850;5,11;9,53;0,57;0,90
56910.0;2880;4,28;8,31;0,47;0,92
56910.5;2880;3,50;6,68;0,24;1,11
56911.0;2260;4,91;9,41;0,54;0,87
56911.5;2210;4,96;9,47;0,55;0,89
56912.0;2220;4,62;8,87;0,52;0,89
56912.5;2220;3,57;7,04;0,41;0,90
56913.0;2210;3,12;5,98;0,37;0,90
56913.5;2200;2,98;5,65;0,37;0,90
56914.0;2190;3,17;6,10;0,39;0,90
56914.5;2180;3,08;5,85;0,39;0,90
56915.0;2160;3,15;6,05;0,39;0,90
56915.5;2150;3,19;6,14;0,39;0,90
56916.0;2130;2,29;4,37;0,28;0,93
56916.5;2110;2,25;4,32;0,24;0,98
56917.0;2080;0,00;0,00;0,24;1,00
56917.5;2090;2,50;4,75;0,24;0,90
56918.0;2040;2,57;4,75;0,26;0,92
56918.5;2010;2,53;4,70;0,26;0,92
56919.0;1990;2,45;4,60;0,26;0,92
56919.5;1970;2,38;4,48;0,24;0,92
56920.0;1940;0,00;0,00;0,24;1,00
56920.5;1890;0,00;0,00;0,24;1,00
56921.0;1810;0,00;0,00;0,24;1,00
56921.5;1760;0,00;0,00;0,24;1,00
56922.0;1680;0,00;0,00;0,24;1,00
56922.5;1630;0,00;0,00;0,23;1,01
56923.0;1580;0,00;0,00;0,23;1,01
56923.5;1500;0,00;0,00;0,24;1,00
56924.0;1920;3,99;7,98;0,39;0,85
56924.5;1690;8,73;13,65;0,86;0,90
56925.0;1680;7,24;12,11;0,76;0,89
56925.5;1700;7,36;12,28;0,78;0,89
56926.0;1760;8,88;13,75;0,94;0,89
56926.5;1790;8,52;13,43;0,94;0,89
56927.0;1870;8,00;12,90;0,94;0,87
56927.5;1930;7,90;12,78;0,91;0,90
56928.0;1990;7,55;12,58;0,92;0,89
56928.5;2070;7,38;12,25;0,87;0,89
56929.0;2110;6,82;11,84;0,83;0,87
56929.5;2190;6,35;11,31;0,78;0,87
56930.0;2220;5,36;9,94;0,66;0,89
56930.5;2270;5,65;10,44;0,68;0,90
56931.0;2320;5,17;9,78;0,62;0,87
56931.5;2350;5,37;9,96;0,62;0,89
56932.0;2400;5,23;9,81;0,58;0,89
56932.5;2430;4,91;9,26;0,57;0,90
56933.0;2460;4,67;8,95;0,52;0,89
56933.5;2500;4,19;8,29;0,49;0,89
56934.0;2510;3,42;6,70;0,39;0,90
56934.5;2540;3,28;6,39;0,36;0,89
56935.0;2560;3,15;6,07;0,33;0,89
56935.5;2570;2,90;5,47;0,33;0,90
56936.0;2590;3,01;5,75;0,33;0,89
56936.5;2610;3,12;5,97;0,29;0,90
56937.0;2620;3,07;5,87;0,29;0,90
56937.5;2630;2,93;5,54;0,29;0,90
56938.0;2620;2,49;4,64;0,24;0,93
56938.5;2630;2,55;4,72;0,23;0,92
56939.0;2630;2,70;4,92;0,23;0,90
56939.5;2610;0,00;0,00;0,23;0,98
56940.0;2560;0,00;0,00;0,23;1,00
56940.5;2590;2,87;5,43;0,23;0,90
56941.0;2590;2,80;5,22;0,26;0,90
56941.5;2600;2,75;5,02;0,26;0,92
56942.0;2570;2,61;4,75;0,26;0,93
